id,date,title,clean_text,corpus_source,sentiment_score,readability_index
3508,2024-09-22T23:00:00Z,Investigatory Powers (Amendment) Act 2024,Title: Investigatory Powers (Amendment) Act 2024 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,19.41
3205,2024-08-18T23:00:00Z,Worker Protection (Amendment of Equality Act 2010) Act 2023,Title: Worker Protection (Amendment of Equality Act 2010) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.4,17.58
3541,2024-06-03T23:00:00Z,Building Societies Act 1986 (Amendment) Act 2024,Title: Building Societies Act 1986 (Amendment) Act 2024 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.9,17
3555,2024-05-29T23:00:00Z,Greater London Low Emission Zone Charging (Amendment) Bill,Title: Greater London Low Emission Zone Charging (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,17.28
3570,2024-05-28T23:00:00Z,Dogs (Protection of Livestock) (Amendment) Bill,Title: Dogs (Protection of Livestock) (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,16.72
3517,2024-05-28T23:00:00Z,Housing Act 1988 (Amendment) Bill [HL],Title: Housing Act 1988 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.33
3354,2023-11-02T00:00:00Z,Ministerial and other Pensions and Salaries (Amendment) Bill,Title: Ministerial and other Pensions and Salaries (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,19.15
3288,2023-11-02T00:00:00Z,Participation in Court Proceedings (Live Links) Bill,Title: Participation in Court Proceedings (Live Links) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.4,17
3458,2023-11-01T00:00:00Z,Greater London Authority Act 1999 (Amendment) Bill,Title: Greater London Authority Act 1999 (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,17.65
3221,2023-10-31T00:00:00Z,Countryside and Rights of Way Act 2000 (Amendment) Bill,Title: Countryside and Rights of Way Act 2000 (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.22
3334,2023-10-31T00:00:00Z,Criminal Appeal (Amendment) Bill,Title: Criminal Appeal (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.65,17.79
3314,2023-10-31T00:00:00Z,Inheritance Tax Act 1984 (Amendment) (Siblings) Bill [HL],Title: Inheritance Tax Act 1984 (Amendment) (Siblings) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.15,16.66
3337,2023-10-31T00:00:00Z,Leasehold Reform (Tribunal Judgments and Legal Costs) Bill [HL],Title: Leasehold Reform (Tribunal Judgments and Legal Costs) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,16.4
3325,2023-10-31T00:00:00Z,Marriage Act 1949 (Amendment) Bill [HL],Title: Marriage Act 1949 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.4,15.33
3464,2023-10-30T00:00:00Z,Artificial Intelligence (Regulation and Workers' Rights) Bill,Title: Artificial Intelligence (Regulation and Workers' Rights) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,19.62
3177,2023-07-26T23:00:00Z,Social Housing (Regulation) Act 2023,Title: Social Housing (Regulation) Act 2023 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.2
2839,2022-07-13T23:00:00Z,"Police, Crime, Sentencing and Courts Act 2022","Title: Police, Crime, Sentencing and Courts Act 2022 | Summary: No summary available | Description: No description available",UK_Parliament_Bills_Enriched_Corpus,-0.45,15.03
3035,2022-05-03T23:00:00Z,Judicial Review and Courts Act 2022,Title: Judicial Review and Courts Act 2022 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,15.33
2893,2022-04-27T23:00:00Z,Digital Economy Act 2017 (Amendment) Bill [HL],Title: Digital Economy Act 2017 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.65
2892,2022-04-27T23:00:00Z,Modern Slavery (Amendment) Bill [HL],Title: Modern Slavery (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.65,17.2
3144,2022-04-27T23:00:00Z,Petroleum (Amendment) Bill [HL],Title: Petroleum (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.79
3090,2022-04-27T23:00:00Z,Road Traffic Act 1988 (Alcohol Limits) (Amendment) Bill [HL],Title: Road Traffic Act 1988 (Alcohol Limits) (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,16.4
2558,2021-05-04T23:00:00Z,Joint Committee on Nominations to the Supreme Court Bill [HL],Title: Joint Committee on Nominations to the Supreme Court Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.3,16.2
2683,2021-05-04T23:00:00Z,Parliamentary Constituencies (Amendment) Bill,Title: Parliamentary Constituencies (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,21.73
2561,2021-05-04T23:00:00Z,Pensions (Amendment) Bill [HL],Title: Pensions (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.22
2587,2021-05-04T23:00:00Z,Regulation of Political Opinion Polling Bill [HL],Title: Regulation of Political Opinion Polling Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.96
2803,2021-05-04T23:00:00Z,Supported Housing (Regulation) Bill,Title: Supported Housing (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.55,18.58
2583,2021-05-04T23:00:00Z,Traffic Management (Amendment) Bill [HL],Title: Traffic Management (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,17.2
2666,2021-05-03T23:00:00Z,Bat Habitats Regulation Bill,Title: Bat Habitats Regulation Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.79
2659,2021-05-03T23:00:00Z,Deregulation Bill,Title: Deregulation Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.53
2808,2021-05-03T23:00:00Z,Driving Offences (Amendment) Bill,Title: Driving Offences (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.79
2674,2021-05-03T23:00:00Z,Electronic Cigarettes (Regulation) Bill,Title: Electronic Cigarettes (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,20.15
2857,2021-05-03T23:00:00Z,Environment (Regulation) Bill,Title: Environment (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,19.37
2833,2021-05-03T23:00:00Z,Football (Regulation) Bill,Title: Football (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.68
2834,2021-05-03T23:00:00Z,High Performance Vehicle Renting (Regulation) Bill,Title: High Performance Vehicle Renting (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,18.8
2646,2021-05-03T23:00:00Z,Housing Act 2004 (Amendment) Bill,Title: Housing Act 2004 (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,15.73
2472,2019-11-08T00:00:00Z,Gambling Act 2005 (Amendment) Bill [HL],Title: Gambling Act 2005 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,16.03
2516,2019-11-08T00:00:00Z,Gender Recognition Act 2004 (Amendment) Bill [HL],Title: Gender Recognition Act 2004 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17
2405,2019-11-08T00:00:00Z,Sentencing (Pre-consolidation Amendments) Bill [HL],Title: Sentencing (Pre-consolidation Amendments) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,18.8
2016,2019-10-08T23:00:00Z,Bat Habitats Regulation Bill [HL],Title: Bat Habitats Regulation Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.2
2053,2019-10-08T23:00:00Z,Civil Partnership Act 2004 (Amendment) (Mixed Sex Couples) Bill [HL],Title: Civil Partnership Act 2004 (Amendment) (Mixed Sex Couples) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.5,16.2
2397,2019-09-23T23:00:00Z,Courts and Tribunals (Online Procedure) Bill [HL],Title: Courts and Tribunals (Online Procedure) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.2,16.34
2318,2019-09-23T23:00:00Z,Financial Services (Implementation of Legislation) Bill [HL],Title: Financial Services (Implementation of Legislation) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,20.27
2386,2019-09-18T23:00:00Z,Parental Rights (Rapists) and Family Courts Bill,Title: Parental Rights (Rapists) and Family Courts Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,16.34
2452,2019-09-17T23:00:00Z,Dockless Bicycles (Regulation) Bill,Title: Dockless Bicycles (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.58
2162,2019-09-17T23:00:00Z,Fetal Dopplers (Regulation) Bill,Title: Fetal Dopplers (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.79
2269,2019-09-17T23:00:00Z,Football Offences (Amendment) Bill,Title: Football Offences (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.79
2434,2019-09-17T23:00:00Z,Football Regulation Bill,Title: Football Regulation Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.68
2017,2019-09-11T23:00:00Z,Civil Partnership Act 2004 (Amendment) (Sibling Couples) Bill [HL],Title: Civil Partnership Act 2004 (Amendment) (Sibling Couples) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.4,16.99
2036,2019-09-11T23:00:00Z,Digital Economy Act 2017 (Amendment) (Definition of Extreme Pornography) Bill [HL],Title: Digital Economy Act 2017 (Amendment) (Definition of Extreme Pornography) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,20.34
1998,2019-09-11T23:00:00Z,Equality Act 2010 (Amendment) (Disabled Access) Bill [HL],Title: Equality Act 2010 (Amendment) (Disabled Access) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.85,17.9
2453,2019-09-11T23:00:00Z,Northern Ireland (Executive Formation etc) Act 2019 (Amendment) Bill [HL],Title: Northern Ireland (Executive Formation etc) Act 2019 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,20.13
2035,2019-09-11T23:00:00Z,Opticians Act 1989 (Amendment) Bill [HL],Title: Opticians Act 1989 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.03
2226,2019-07-04T23:00:00Z,Holocaust (Return of Cultural Objects) (Amendment) Act 2019,Title: Holocaust (Return of Cultural Objects) (Amendment) Act 2019 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,17.9
2276,2019-05-16T23:00:00Z,Mental Capacity (Amendment) Act 2019,Title: Mental Capacity (Amendment) Act 2019 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.94
2374,2019-04-30T23:00:00Z,"Fracking (Measurement and Regulation of Impacts) (Air, Water and Greenhouse Gas Emissions) Bill","Title: Fracking (Measurement and Regulation of Impacts) (Air, Water and Greenhouse Gas Emissions) Bill | Summary: No summary available | Description: No description available",UK_Parliament_Bills_Enriched_Corpus,0.8,18.35
2368,2019-03-25T00:00:00Z,Online News Platforms (Regulation) Bill,Title: Online News Platforms (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,17.2
2284,2019-03-22T00:00:00Z,Counsellors and Psychotherapists (Regulation) and Conversion Therapy Bill,Title: Counsellors and Psychotherapists (Regulation) and Conversion Therapy Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,21.01
2341,2019-03-22T00:00:00Z,Drone (Regulation) (No. 2) Bill,Title: Drone (Regulation) (No. 2) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.4,12.61
2020,2019-03-18T00:00:00Z,Children Act 1989 (Amendment) (Female Genital Mutilation) Act 2019,Title: Children Act 1989 (Amendment) (Female Genital Mutilation) Act 2019 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.2,18.17
2143,2019-02-18T00:00:00Z,Drone (Regulation) Bill,Title: Drone (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.4,16.84
2252,2018-12-21T00:00:00Z,Courts and Tribunals (Judiciary and Functions of Staff) Act 2018,Title: Courts and Tribunals (Judiciary and Functions of Staff) Act 2018 | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.76
2283,2018-12-14T00:00:00Z,Anti-Loitering Devices (Regulation) Bill,Title: Anti-Loitering Devices (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,19.41
2100,2018-12-07T00:00:00Z,Bat Habitats Regulation (No. 2) Bill,Title: Bat Habitats Regulation (No. 2) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,13.41
2069,2018-12-07T00:00:00Z,Physician Associates (Regulation) Bill,Title: Physician Associates (Regulation) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.55,20.15
2206,2018-10-09T23:00:00Z,Freedom of Information (Amendment) Bill,Title: Freedom of Information (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.95,17.94
2189,2018-03-23T00:00:00Z,Courts (Abuse of Process) Bill,Title: Courts (Abuse of Process) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,14.99
1856,2017-08-14T23:00:00Z,Counter-Terrorism and Security Act 2015 (Amendment) Bill,Title: Counter-Terrorism and Security Act 2015 (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.53
1873,2017-08-14T23:00:00Z,"Personal, Social, Health and Economic Education (Statutory Requirement) Bill","Title: Personal, Social, Health and Economic Education (Statutory Requirement) Bill | Summary: No summary available | Description: No description available",UK_Parliament_Bills_Enriched_Corpus,0.55,21.12
1784,2017-05-01T23:00:00Z,House of Lords Act 1999 (Amendment) Bill [HL],Title: House of Lords Act 1999 (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.18
1785,2017-05-01T23:00:00Z,International Development (Official Development Assistance Target) (Amendment) Bill [HL],Title: International Development (Official Development Assistance Target) (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.6,22.89
1799,2017-05-01T23:00:00Z,Regulation of Health and Social Care Professions Etc. Bill [HL],Title: Regulation of Health and Social Care Professions Etc. Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,17.89
1795,2017-05-01T23:00:00Z,Rehabilitation of Offenders (Amendment) Bill [HL],Title: Rehabilitation of Offenders (Amendment) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,1.8,19.5
1782,2017-04-27T23:00:00Z,Bread and Flour Regulations (Folic Acid) Bill [HL],Title: Bread and Flour Regulations (Folic Acid) Bill [HL] | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.4,16.66
1887,2017-04-27T23:00:00Z,Civil Partnership Act 2004 (Amendment) Bill,Title: Civil Partnership Act 2004 (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,2.4,16.72
1940,2017-04-27T23:00:00Z,Financial Regulation of Funeral Services Bill,Title: Financial Regulation of Funeral Services Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0,19.5
1898,2017-04-27T23:00:00Z,"Laser Pens (Regulation of Sale, Ownership and Usage) Bill","Title: Laser Pens (Regulation of Sale, Ownership and Usage) Bill | Summary: No summary available | Description: No description available",UK_Parliament_Bills_Enriched_Corpus,1.4,16.99
1963,2017-04-27T23:00:00Z,Lee Valley Regional Park (Amendment) Bill,Title: Lee Valley Regional Park (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,16.72
1967,2017-04-27T23:00:00Z,Senior Judiciary Appointments (Disregard of Age of Candidates) Bill,Title: Senior Judiciary Appointments (Disregard of Age of Candidates) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,-0.2,19.35
1958,2017-04-27T23:00:00Z,Sexual Offences (Amendment) Bill,Title: Sexual Offences (Amendment) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,18.58
1932,2017-04-27T23:00:00Z,Statutory Nuisance (Aircraft Noise) Bill,Title: Statutory Nuisance (Aircraft Noise) Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.3,17.2
1962,2017-04-19T23:00:00Z,Prisons and Courts Bill,Title: Prisons and Courts Bill | Summary: No summary available | Description: No description available,UK_Parliament_Bills_Enriched_Corpus,0.8,14.65
1882,2017-03-27T23:00:00Z,"Harbours, Docks and Piers Clauses Act 1847 (Amendment) Bill","Title: Harbours, Docks and Piers Clauses Act 1847 (Amendment) Bill | Summary: No summary available | Description: No description available",UK_Parliament_Bills_Enriched_Corpus,0.8,15.22
